"AttributeName","Consistency","ValueIDS","Values","FusedValue","IsCorrect","CorrectValue"
"Title","1.0","Title-{wikidata_20084|vg_sales_9541}","{Green Lantern: Rise of the Manhunters|Green Lantern: Rise of the Manhunters}","Green Lantern: Rise of the Manhunters",,
"Title","0.0","Title-{wikidata_1725|vg_sales_1782}","{Pokémon Rumble Blast|Pokemon Rumble Blast}","Pokémon Rumble Blast",,
"Title","1.0","Title-{wikidata_34975|vg_sales_4889}","{Viking: Battle for Asgard|Viking: Battle for Asgard}","Viking: Battle for Asgard",,
"Title","1.0","Title-{wikidata_34673|steam_games_7066}","{Neocolonialism|Neocolonialism}","Neocolonialism",,
"Title","1.0","Title-{vg_sales_5361|wikidata_35218|wikidata_35219}","{Conan|Conan|CONAN}","Conan",,
"Title","1.0","Title-{steam_games_14728|wikidata_34738}","{Vilmonic|Vilmonic}","Vilmonic",,
"Title","1.0","Title-{wikidata_5678|vg_sales_6217}","{Mister Mosquito|Mister Mosquito}","Mister Mosquito",,
"Title","1.0","Title-{vg_sales_8619|wikidata_22445}","{Shaun White Skateboarding|Shaun White Skateboarding}","Shaun White Skateboarding",,
"Title","1.0","Title-{vg_sales_6475|wikidata_25322}","{Crash Tag Team Racing|Crash Tag Team Racing}","Crash Tag Team Racing",,
"Title","1.0","Title-{wikidata_16074|vg_sales_5216|wikidata_16072|wikidata_16071}","{Middle-earth: Shadow of Mordor|Middle-Earth: Shadow of Mordor|Middle-earth: Shadow of Mordor|Middle-earth: Shadow of Mordor}","Middle-earth: Shadow of Mordor",,
"Title","1.0","Title-{wikidata_7548|steam_games_1421}","{A.R.E.S.: Extinction Agenda|A.R.E.S.: Extinction Agenda}","A.R.E.S.: Extinction Agenda",,
"Title","1.0","Title-{steam_games_4324|wikidata_26858}","{BloodRayne Betrayal|BloodRayne: Betrayal}","BloodRayne Betrayal",,
"Title","1.0","Title-{wikidata_927|steam_games_1585}","{Costume Quest|Costume Quest}","Costume Quest",,
"Title","1.0","Title-{wikidata_20592|vg_sales_8364}","{Fuzion Frenzy 2|Fuzion Frenzy 2}","Fuzion Frenzy 2",,
"Title","1.0","Title-{wikidata_16220|vg_sales_1388}","{Colin McRae Rally 3|Colin McRae Rally 3}","Colin McRae Rally 3",,
"Title","0.0","Title-{vg_sales_16394|wikidata_12449}","{Alone in the Dark|Alone in the Dark 5}","Alone in the Dark",,
"Title","1.0","Title-{wikidata_22065|vg_sales_6139}","{Marvel Nemesis: Rise of the Imperfects|Marvel Nemesis: Rise of the Imperfects}","Marvel Nemesis: Rise of the Imperfects",,
"Title","1.0","Title-{wikidata_32662|wikidata_32654|steam_games_1867|wikidata_32658}","{Guns Of Icarus Online|Guns of Icarus Online|Guns of Icarus Online|Guns of Icarus online}","Guns Of Icarus Online",,
"Title","1.0","Title-{wikidata_21784|vg_sales_3618}","{Tiger Woods PGA Tour 11|Tiger Woods PGA Tour 11}","Tiger Woods PGA Tour 11",,
"Title","1.0","Title-{vg_sales_8012|wikidata_22281}","{NBA Live 08|NBA Live 08}","NBA Live 08",,
"Title","1.0","Title-{wikidata_14165|vg_sales_3266}","{Metal Gear Solid V: Ground Zeroes|Metal Gear Solid V: Ground Zeroes}","Metal Gear Solid V: Ground Zeroes",,
"Title","1.0","Title-{wikidata_15435|vg_sales_682}","{NBA 2K16|NBA 2K16}","NBA 2K16",,
"Title","1.0","Title-{wikidata_36022|vg_sales_10168}","{Eragon|Eragon}","Eragon",,
"Title","1.0","Title-{wikidata_15641|vg_sales_2258}","{Kung Fu Panda|Kung Fu Panda}","Kung Fu Panda",,
"Title","1.0","Title-{wikidata_21829|vg_sales_2516}","{Amped: Freestyle Snowboarding|Amped: Freestyle Snowboarding}","Amped: Freestyle Snowboarding",,
"Title","1.0","Title-{vg_sales_4191|wikidata_26319}","{Doom 64|Doom 64}","Doom 64",,
"Title","1.0","Title-{wikidata_29726|wikidata_29721|vg_sales_814}","{Need for Speed: Prostreet|Need for Speed: ProStreet|Need for Speed: ProStreet}","Need for Speed: Prostreet",,
"Title","1.0","Title-{vg_sales_4393|wikidata_29591}","{NBA Live 2005|NBA Live 2005}","NBA Live 2005",,
"Title","1.0","Title-{wikidata_6005|steam_games_2119}","{Chivalry: Medieval Warfare|Chivalry: Medieval Warfare}","Chivalry: Medieval Warfare",,
"Title","1.0","Title-{wikidata_20354|vg_sales_2246}","{Top Gun: Combat Zones|Top Gun: Combat Zones}","Top Gun: Combat Zones",,
"Title","1.0","Title-{wikidata_25535|vg_sales_7756}","{Dynasty Warriors: Gundam 2|Dynasty Warriors: Gundam 2}","Dynasty Warriors: Gundam 2",,
"Title","1.0","Title-{vg_sales_2522|wikidata_17265}","{Guitar Hero: Warriors of Rock|Guitar Hero: Warriors of Rock}","Guitar Hero: Warriors of Rock",,
"Title","1.0","Title-{vg_sales_12763|wikidata_31431}","{F1 2010|F1 2010}","F1 2010",,
"Title","1.0","Title-{wikidata_35195|vg_sales_8229}","{Rugrats: Royal Ransom|Rugrats: Royal Ransom}","Rugrats: Royal Ransom",,
"Title","1.0","Title-{vg_sales_1306|wikidata_22823}","{Super Monkey Ball|Super Monkey Ball}","Super Monkey Ball",,
"Title","1.0","Title-{wikidata_28772|steam_games_5393}","{Bus Driver|Bus Driver}","Bus Driver",,
"Title","1.0","Title-{steam_games_1926|wikidata_26707}","{Primal Fears|Primal Fears}","Primal Fears",,
"Title","1.0","Title-{wikidata_35045|vg_sales_5021}","{FlatOut|FlatOut}","FlatOut",,
"Title","1.0","Title-{steam_games_5689|vg_sales_13024|wikidata_16937}","{Mortal Kombat X|Mortal Kombat X|Mortal Kombat X}","Mortal Kombat X",,
"Title","1.0","Title-{wikidata_21458|vg_sales_2452}","{Sniper Elite V2|Sniper Elite V2}","Sniper Elite V2",,
"Title","1.0","Title-{wikidata_33475|vg_sales_1268}","{Final Fantasy Crystal Chronicles|Final Fantasy: Crystal Chronicles}","Final Fantasy Crystal Chronicles",,
"Title","1.0","Title-{vg_sales_2414|wikidata_2281}","{Ghostbusters: The Video Game|Ghostbusters: The Video Game}","Ghostbusters: The Video Game",,
"Title","1.0","Title-{wikidata_24079|vg_sales_9936}","{The Clique: Diss and Make-Up|The Clique: Diss and Make Up}","The Clique: Diss and Make-Up",,
"Title","1.0","Title-{wikidata_21708|wikidata_4522|vg_sales_2396}","{Buzz! Master Quiz|Buzz!: Master Quiz|Buzz! Master Quiz}","Buzz! Master Quiz",,
"Title","1.0","Title-{wikidata_34392|vg_sales_5720}","{The Incredible Hulk|The Incredible Hulk}","The Incredible Hulk",,
"Title","1.0","Title-{wikidata_15939|vg_sales_5114}","{High Heat Major League Baseball 2003|High Heat Major League Baseball 2003}","High Heat Major League Baseball 2003",,
"Title","1.0","Title-{wikidata_14465|vg_sales_1901}","{Resident Evil: The Darkside Chronicles|Resident Evil: The Darkside Chronicles}","Resident Evil: The Darkside Chronicles",,
"Title","1.0","Title-{steam_games_28980|wikidata_20473}","{Combat Tested|Combat Tested}","Combat Tested",,
"Title","1.0","Title-{wikidata_33909|vg_sales_2755}","{Capcom vs. SNK 2: Mark of the Millennium 2001|Capcom vs. SNK 2: Mark of the Millennium 2001}","Capcom vs. SNK 2: Mark of the Millennium 2001",,
"Title","1.0","Title-{vg_sales_11187|wikidata_19765}","{PAC-MAN and the Ghostly Adventures|Pac-Man and the Ghostly Adventures}","PAC-MAN and the Ghostly Adventures",,
"Title","1.0","Title-{wikidata_21790|vg_sales_2466}","{Harvest Moon: Tree of Tranquility|Harvest Moon: Tree of Tranquility}","Harvest Moon: Tree of Tranquility",,
"Title","0.18181818181818182","Title-{wikidata_28527|wikidata_28513|wikidata_28579|wikidata_28569|wikidata_28555|wikidata_28523|wikidata_28498|wikidata_28510|wikidata_28499|vg_sales_5901|wikidata_28581}","{Need for Speed: Most Wanted (2005. aasta videomäng)|Need for Speed: Most Wanted (videojuego de 2005)|Need for Speed: Most Wanted (videójáték, 2005)|Need for Speed: Most Wanted (permainan video 2005)|Need for Speed: Most Wanted (2005)|Need for Speed: Most Wanted (jeu vidéo, 2005)|Need for Speed: Most Wanted (videojoc del 2005)|Need for Speed: Most Wanted (2005 video game)|Need for Speed: Most Wanted|Need for Speed: Most Wanted|Need for Speed: Most Wanted (joc video din 2005)}","Need for Speed: Most Wanted",,
"Title","1.0","Title-{vg_sales_5462|wikidata_31088}","{Ape Escape Academy|Ape Escape Academy}","Ape Escape Academy",,
"Title","0.0","Title-{vg_sales_10214|wikidata_2465}","{The King of Fighters 2000/2001|The King of Fighters 2003juegos}","The King of Fighters 2000/2001",,
"Title","1.0","Title-{wikidata_18719|vg_sales_5730|wikidata_18714}","{HOMEFRONT the Revolution|Homefront: The Revolution|Homefront: The Revolution}","HOMEFRONT the Revolution",,
"Title","1.0","Title-{wikidata_26377|vg_sales_5955|wikidata_26380}","{Scooby-Doo! Night of 100 Frights|Scooby-Doo! Night of 100 Frights|Scooby-Doo! Night Of 100 Frights}","Scooby-Doo! Night of 100 Frights",,
"Title","1.0","Title-{steam_games_3343|wikidata_22673}","{Hyper Light Drifter|Hyper Light Drifter}","Hyper Light Drifter",,
"Title","1.0","Title-{vg_sales_15088|wikidata_21630|steam_games_621}","{Tom Clancy's EndWar|Tom Clancy's EndWar|Tom Clancy's EndWar™}","Tom Clancy's EndWar",,
"Title","1.0","Title-{steam_games_535|vg_sales_15463}","{Crysis Warhead®|Crysis: Warhead}","Crysis Warhead®",,
"Title","1.0","Title-{vg_sales_2055|wikidata_21023}","{NERF N-Strike Elite|Nerf N-Strike Elite}","NERF N-Strike Elite",,
"Title","1.0","Title-{wikidata_17587|vg_sales_812|wikidata_17591}","{Dark Souls|Dark Souls|DARK SOULS}","Dark Souls",,
"Title","0.0","Title-{wikidata_17735|vg_sales_14175}","{Who Wants to Be a Millionaire?|Who Wants to be a Millionaire: 1st Edition}","Who Wants to Be a Millionaire?",,
"Title","1.0","Title-{wikidata_31344|vg_sales_6852}","{Dragon Ball Z: Sagas|Dragon Ball Z: Sagas}","Dragon Ball Z: Sagas",,
"Title","1.0","Title-{wikidata_29882|vg_sales_2530}","{Madden NFL 25|Madden NFL 25}","Madden NFL 25",,
"Title","1.0","Title-{wikidata_21475|vg_sales_2138}","{NHL 2004|NHL 2004}","NHL 2004",,
"Title","1.0","Title-{vg_sales_2140|wikidata_15433}","{NBA 2K16|NBA 2K16}","NBA 2K16",,
"Title","1.0","Title-{vg_sales_2618|wikidata_22025}","{Drawn to Life|Drawn to Life}","Drawn to Life",,
"Title","1.0","Title-{steam_games_7305|wikidata_29799}","{Dead Island Retro Revenge|Dead Island Retro Revenge}","Dead Island Retro Revenge",,
"Title","1.0","Title-{wikidata_33003|vg_sales_14113}","{Top Gun: Hard Lock|Top Gun: Hard Lock}","Top Gun: Hard Lock",,
"Title","1.0","Title-{wikidata_16973|wikidata_16971|vg_sales_11945}","{Fable: The Lost Chapters|Fable: The Lost Chapters|Fable: The Lost Chapters}","Fable: The Lost Chapters",,
"Title","1.0","Title-{vg_sales_3523|wikidata_14738}","{Tomb Raider: Anniversary|Tomb Raider: Anniversary}","Tomb Raider: Anniversary",,
"Title","1.0","Title-{steam_games_1074|vg_sales_14570|wikidata_22553}","{World of Zoo|World of Zoo|World of Zoo}","World of Zoo",,
"Title","1.0","Title-{wikidata_22284|vg_sales_3835}","{NBA Live 08|NBA Live 08}","NBA Live 08",,
"Title","1.0","Title-{vg_sales_9065|wikidata_28176}","{Victorious Boxers: Revolution|Victorious Boxers: Revolution}","Victorious Boxers: Revolution",,
"Title","1.0","Title-{wikidata_27569|vg_sales_5266}","{Blasto|Blasto}","Blasto",,
"Title","1.0","Title-{vg_sales_146|wikidata_14157}","{Metal Gear Solid|Metal Gear Solid}","Metal Gear Solid",,
"Title","1.0","Title-{wikidata_32984|steam_games_12059}","{Gunjack|Gunjack}","Gunjack",,
"Title","1.0","Title-{vg_sales_10732|steam_games_10910|wikidata_14829|steam_games_10909|wikidata_14825|steam_games_10908}","{Rise of the Tomb Raider|Rise of the Tomb Raider™|Rise of the Tomb Raider|Rise of the Tomb Raider™|Rise of the Tomb Raider|Rise of the Tomb Raider™}","Rise of the Tomb Raider",,
"Title","1.0","Title-{wikidata_20913|vg_sales_4882|wikidata_20907}","{GRID 2|GRID 2|Grid 2}","GRID 2",,
"Title","1.0","Title-{vg_sales_1917|wikidata_22504}","{Marvel vs. Capcom 3: Fate of Two Worlds|Marvel vs. Capcom 3: Fate of Two Worlds}","Marvel vs. Capcom 3: Fate of Two Worlds",,
"Title","1.0","Title-{wikidata_8005|vg_sales_11923}","{Make 10: A Journey of Numbers|Make 10: A Journey of Numbers}","Make 10: A Journey of Numbers",,
"Title","1.0","Title-{vg_sales_10951|wikidata_31930|wikidata_31931}","{Black & White 2|Black & White 2|Black & White 2}","Black & White 2",,
"Title","1.0","Title-{vg_sales_727|wikidata_29837}","{Prince of Persia: The Sands of Time|Prince of Persia: The Sands of Time}","Prince of Persia: The Sands of Time",,
"Title","1.0","Title-{wikidata_35775|steam_games_199}","{Sid Meier's Pirates!|Sid Meier's Pirates!}","Sid Meier's Pirates!",,
"Title","1.0","Title-{wikidata_26588|vg_sales_9419}","{Persona 4: Arena|Persona 4: Arena}","Persona 4: Arena",,
"Title","1.0","Title-{wikidata_35495|vg_sales_6029}","{Ken Griffey Jr.'s Slugfest|Ken Griffey Jr.'s Slugfest}","Ken Griffey Jr.'s Slugfest",,
"Title","1.0","Title-{wikidata_34752|steam_games_13442}","{Planet Stronghold: Colonial Defense|Planet Stronghold: Colonial Defense}","Planet Stronghold: Colonial Defense",,
"Title","1.0","Title-{vg_sales_5120|wikidata_29069}","{Spider-Man: Friend or Foe|Spider-Man: Friend or Foe}","Spider-Man: Friend or Foe",,
"Title","1.0","Title-{vg_sales_10366|wikidata_17182}","{Rock Band Track Pack: Classic Rock|Rock Band Track Pack: Classic Rock}","Rock Band Track Pack: Classic Rock",,
"Title","1.0","Title-{wikidata_32102|vg_sales_14080}","{Black Stone: Magic & Steel|Black Stone: Magic & Steel}","Black Stone: Magic & Steel",,
"Title","1.0","Title-{wikidata_22087|vg_sales_2701|wikidata_24280}","{Super Monkey Ball: Touch & Roll|Super Monkey Ball: Touch & Roll|Super Monkey Ball Touch & Roll}","Super Monkey Ball Touch & Roll",,
"Title","1.0","Title-{vg_sales_6783|wikidata_25232}","{Monster Jam: Path of Destruction|Monster Jam: Path of Destruction}","Monster Jam: Path of Destruction",,
"Title","0.0","Title-{vg_sales_1592|wikidata_1936}","{Pokemon XD: Gale of Darkness|Pokémon XD: Gale of Darkness}","Pokemon XD: Gale of Darkness",,
"Title","1.0","Title-{wikidata_34874|vg_sales_3886}","{International Track & Field|International Track & Field}","International Track & Field",,
"Title","1.0","Title-{wikidata_19808|vg_sales_11184}","{Adventure Time: Finn & Jake Investigations|Adventure Time: Finn & Jake Investigations}","Adventure Time: Finn & Jake Investigations",,
"Title","1.0","Title-{wikidata_35750|vg_sales_9292}","{NBA Jam|NBA Jam}","NBA Jam",,
"Title","1.0","Title-{wikidata_34014|vg_sales_2899}","{NBA Live 09|NBA Live 09}","NBA Live 09",,
"Title","1.0","Title-{wikidata_14266|vg_sales_732|wikidata_14272|wikidata_32094}","{Assassin's Creed IV: Black Flag|Assassin's Creed IV: Black Flag|Assassin's Creed IV Black Flag|Assassin’s Creed IV: Black Flag}","Assassin's Creed IV Black Flag",,
"Title","1.0","Title-{wikidata_16898|vg_sales_2978}","{NBA Street Vol. 2|NBA Street Vol. 2}","NBA Street Vol. 2",,
"Title","1.0","Title-{steam_games_5898|wikidata_20214}","{FINAL FANTASY IV|Final Fantasy IV}","FINAL FANTASY IV",,
"Title","1.0","Title-{wikidata_20583|vg_sales_2794}","{The Sims 2: Castaway|The Sims 2: Castaway}","The Sims 2: Castaway",,
"Title","1.0","Title-{vg_sales_248|wikidata_14901}","{Michael Jackson: The Experience|Michael Jackson: The Experience}","Michael Jackson: The Experience",,
"Title","1.0","Title-{wikidata_17569|vg_sales_5436}","{Battlefield: Hardline|Battlefield: Hardline}","Battlefield: Hardline",,
"Title","1.0","Title-{wikidata_27448|vg_sales_5936}","{Wanted: Weapons of Fate|Wanted: Weapons of Fate}","Wanted: Weapons of Fate",,
"Title","1.0","Title-{wikidata_33949|vg_sales_3369}","{XCOM: Enemy Unknown|XCOM: Enemy Unknown}","XCOM: Enemy Unknown",,
"Title","1.0","Title-{steam_games_175|steam_games_176|vg_sales_15590}","{Peggle™ Nights|Peggle™ Nights|Peggle Nights}","Peggle Nights",,
"Title","1.0","Title-{vg_sales_12955|wikidata_36054}","{Culdcept Revolt|Culdcept Revolt}","Culdcept Revolt",,
"Title","0.0","Title-{vg_sales_10196|wikidata_25999}","{Avatar: The Last Airbender|Avatar: The Last Airbender (jogo eletrônico)}","Avatar: The Last Airbender",,
"Title","1.0","Title-{wikidata_14508|vg_sales_197|wikidata_14504}","{Resident evil 5|Resident Evil 5|Resident Evil 5}","Resident evil 5",,
"Title","0.0","Title-{steam_games_13869|wikidata_35510}","{World of Tanks Blitz MMO|World of Tanks Blitz}","World of Tanks Blitz",,
"Title","1.0","Title-{wikidata_17239|vg_sales_5566}","{Batman: Arkham Origins|Batman: Arkham Origins}","Batman: Arkham Origins",,
"Title","0.0","Title-{vg_sales_2166|wikidata_21913}","{Mega Man Star Force Dragon / Leo / Pegasus|Mega Man Star Force}","Mega Man Star Force",,
"Title","0.6666666666666666","Title-{wikidata_25442|vg_sales_8170|wikidata_25439}","{Juiced〜チューンドカー伝説〜|Juiced|Juiced}","Juiced",,
"Title","1.0","Title-{vg_sales_6795|steam_games_1222|wikidata_18702}","{Homefront|Homefront|Homefront}","Homefront",,
"Title","1.0","Title-{steam_games_5294|wikidata_19968}","{Adventurezator: When Pigs Fly|Adventurezator: When Pigs Fly}","Adventurezator: When Pigs Fly",,
"Title","1.0","Title-{wikidata_15753|vg_sales_550}","{L.A. Noire|L.A. Noire}","L.A. Noire",,
"Title","1.0","Title-{vg_sales_7684|wikidata_29222}","{Tom Clancy's Splinter Cell: Essentials|Tom Clancy's Splinter Cell: Essentials}","Tom Clancy's Splinter Cell: Essentials",,
"Title","1.0","Title-{vg_sales_1523|wikidata_15394}","{EA Sports Active 2|EA Sports Active 2}","EA Sports Active 2",,
"Title","1.0","Title-{wikidata_27876|steam_games_915}","{Wedding Dash 2: Rings Around the World|Wedding Dash® 2: Rings Around the World}","Wedding Dash 2: Rings Around the World",,
"Title","1.0","Title-{wikidata_15102|vg_sales_3248|steam_games_5184}","{Far Cry 4|Far Cry 4|Far Cry® 4}","Far Cry 4",,
"Title","1.0","Title-{vg_sales_1279|wikidata_18666}","{Nintendo World Cup|Nintendo World Cup}","Nintendo World Cup",,
"Title","1.0","Title-{wikidata_21551|vg_sales_2210}","{SaGa Frontier 2|SaGa Frontier 2}","SaGa Frontier 2",,
"Title","1.0","Title-{vg_sales_13727|wikidata_25375}","{Mat Hoffman's Pro BMX 2|Mat Hoffman's Pro BMX 2}","Mat Hoffman's Pro BMX 2",,
"Title","1.0","Title-{wikidata_34132|vg_sales_5183}","{Metro: Last Light|Metro: Last Light}","Metro: Last Light",,
"Title","1.0","Title-{vg_sales_1092|wikidata_30992}","{Monsters, Inc.|Monsters, Inc.}","Monsters, Inc.",,
"Title","1.0","Title-{wikidata_18111|vg_sales_1057}","{NCAA Football 07|NCAA Football 07}","NCAA Football 07",,
"Title","0.0","Title-{vg_sales_12630|wikidata_11081}","{The Fast and the Furious|The Fast and the Furious (permainan video 2006)}","The Fast and the Furious",,
"Title","1.0","Title-{wikidata_17369|vg_sales_5956}","{Just Dance Kids 2|Just Dance Kids 2}","Just Dance Kids 2",,
"Title","1.0","Title-{wikidata_29820|vg_sales_8382}","{James Bond 007: Everything or Nothing|James Bond 007: Everything or Nothing}","James Bond 007: Everything or Nothing",,
"Title","1.0","Title-{vg_sales_11487|wikidata_27706}","{Line Rider 2: Unbound|Line Rider 2: Unbound}","Line Rider 2: Unbound",,
"Title","1.0","Title-{wikidata_21606|vg_sales_7574}","{MLB 12: The Show|MLB 12: The Show}","MLB 12: The Show",,
"Title","1.0","Title-{vg_sales_5332|wikidata_27595}","{Metal Arms: Glitch in the System|Metal Arms: Glitch in the System}","Metal Arms: Glitch in the System",,
"Title","1.0","Title-{vg_sales_1943|wikidata_21121}","{Darksiders|Darksiders}","Darksiders",,
"Title","1.0","Title-{steam_games_5028|wikidata_21276}","{Anomaly Defenders|Anomaly Defenders}","Anomaly Defenders",,
"Title","1.0","Title-{wikidata_18656|vg_sales_9319}","{007: Quantum of Solace|007: Quantum of Solace}","007: Quantum of Solace",,
"Title","1.0","Title-{vg_sales_14837|steam_games_981}","{Dungeon Siege II|Dungeon Siege II}","Dungeon Siege II",,
"Title","1.0","Title-{wikidata_20103|vg_sales_1552}","{Castlevania: Symphony of the Night|Castlevania: Symphony of the Night}","Castlevania: Symphony of the Night",,
"Title","1.0","Title-{wikidata_21112|vg_sales_1941}","{Freekstyle|Freekstyle}","Freekstyle",,
"Title","1.0","Title-{vg_sales_12583|wikidata_18935}","{Centipede: Infestation|Centipede: Infestation}","Centipede: Infestation",,
"Title","1.0","Title-{wikidata_30483|vg_sales_1424}","{Tom Clancy's Ghost Recon 2|Tom Clancy's Ghost Recon 2}","Tom Clancy's Ghost Recon 2",,
"Title","1.0","Title-{wikidata_14941|vg_sales_2245}","{Teenage Mutant Ninja Turtles|Teenage Mutant Ninja Turtles}","Teenage Mutant Ninja Turtles",,
"Title","0.6","Title-{wikidata_11475|wikidata_11476|vg_sales_13140|vg_sales_15486|steam_games_346}","{Warhammer 40,000: Dawn of War|Warhammer 40.000: Dawn of War|Warhammer 40,000: Dawn of War|Warhammer 40,000: Dawn of War: Soulstorm|Warhammer® 40,000: Dawn of War® - Soulstorm}","Warhammer 40,000: Dawn of War",,
